p-valor < P, N proteins,RandomForest_rep-0,RandomForest_rep-1,RandomForest_rep-2,RandomForest_rep-3,RandomForest_rep-4,RandomForest_rep-5,RandomForest_rep-6,RandomForest_rep-7,RandomForest_rep-8,RandomForest_rep-9,DecisionTree_rep-0,DecisionTree_rep-1,DecisionTree_rep-2,DecisionTree_rep-3,DecisionTree_rep-4,DecisionTree_rep-5,DecisionTree_rep-6,DecisionTree_rep-7,DecisionTree_rep-8,DecisionTree_rep-9,SVM_rep-0,SVM_rep-1,SVM_rep-2,SVM_rep-3,SVM_rep-4,SVM_rep-5,SVM_rep-6,SVM_rep-7,SVM_rep-8,SVM_rep-9,NSC_rep-0,NSC_rep-1,NSC_rep-2,NSC_rep-3,NSC_rep-4,NSC_rep-5,NSC_rep-6,NSC_rep-7,NSC_rep-8,NSC_rep-9,GaussianNaiveBayes_rep-0,GaussianNaiveBayes_rep-1,GaussianNaiveBayes_rep-2,GaussianNaiveBayes_rep-3,GaussianNaiveBayes_rep-4,GaussianNaiveBayes_rep-5,GaussianNaiveBayes_rep-6,GaussianNaiveBayes_rep-7,GaussianNaiveBayes_rep-8,GaussianNaiveBayes_rep-9
0.11,75,0.5,0.833333333333,0.666666666667,0.833333333333,0.833333333333,0.666666666667,0.833333333333,0.5,0.5,0.666666666667,0.666666666667,0.666666666667,0.5,0.833333333333,0.666666666667,0.333333333333,0.5,0.666666666667,0.5,0.666666666667,0.5,1.0,0.5,0.666666666667,0.833333333333,1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667,1.0,0.833333333333,0.5,0.666666666667,0.833333333333,0.833333333333,0.5,0.5,0.333333333333,0.666666666667,0.833333333333,0.833333333333,0.5,0.666666666667,0.666666666667,0.333333333333,0.333333333333,0.5
0.12,78,0.5,0.666666666667,0.333333333333,0.833333333333,0.666666666667,0.666666666667,0.833333333333,0.166666666667,0.666666666667,1.0,0.833333333333,0.5,0.5,0.333333333333,0.5,0.333333333333,0.833333333333,0.666666666667,0.666666666667,0.333333333333,0.666666666667,1.0,0.833333333333,0.833333333333,1.0,0.666666666667,1.0,0.666666666667,0.833333333333,0.666666666667,0.666666666667,1.0,0.666666666667,0.666666666667,0.5,0.666666666667,0.333333333333,0.833333333333,0.833333333333,0.666666666667,0.666666666667,0.5,0.333333333333,0.666666666667,0.5,0.333333333333,0.833333333333,0.166666666667,0.5,0.333333333333
0.13,79,0.833333333333,0.666666666667,0.333333333333,0.833333333333,0.5,0.666666666667,0.5,0.5,0.5,0.666666666667,0.5,0.833333333333,0.5,0.333333333333,0.5,0.833333333333,0.833333333333,0.666666666667,0.333333333333,0.5,0.833333333333,0.833333333333,0.833333333333,1.0,0.666666666667,0.833333333333,0.666666666667,0.166666666667,0.666666666667,0.666666666667,0.833333333333,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.5,0.5,1.0,0.666666666667,0.833333333333,0.666666666667,0.5,0.333333333333,0.5,0.666666666667,0.166666666667,0.5,0.833333333333,0.166666666667,0.166666666667
0.14,82,0.666666666667,0.5,0.333333333333,1.0,1.0,0.333333333333,0.666666666667,0.5,0.666666666667,0.5,0.166666666667,0.5,0.333333333333,0.5,1.0,0.833333333333,0.666666666667,0.5,0.833333333333,0.833333333333,0.833333333333,1.0,0.666666666667,0.833333333333,1.0,0.833333333333,0.833333333333,0.833333333333,0.5,0.666666666667,0.5,0.333333333333,0.5,0.666666666667,0.833333333333,0.333333333333,0.833333333333,0.5,0.5,0.833333333333,0.833333333333,0.666666666667,0.5,0.166666666667,0.833333333333,0.5,0.166666666667,0.833333333333,0.666666666667,0.5
0.15,87,0.666666666667,0.666666666667,0.666666666667,0.833333333333,0.333333333333,0.833333333333,0.5,0.5,0.666666666667,0.5,0.5,0.333333333333,0.5,0.5,0.833333333333,0.666666666667,0.666666666667,0.666666666667,0.5,0.166666666667,0.666666666667,0.833333333333,0.666666666667,0.666666666667,0.5,1.0,0.5,0.5,0.833333333333,0.833333333333,0.5,0.5,1.0,0.666666666667,1.0,0.666666666667,0.833333333333,0.5,0.666666666667,0.833333333333,0.666666666667,0.333333333333,0.5,0.166666666667,0.5,0.5,0.333333333333,0.5,0.333333333333,0.5
0.16,94,0.333333333333,0.5,1.0,0.833333333333,0.666666666667,0.333333333333,0.5,0.5,0.833333333333,0.666666666667,0.166666666667,1.0,0.333333333333,0.5,0.833333333333,0.666666666667,0.833333333333,0.5,0.666666666667,0.5,0.833333333333,1.0,0.333333333333,0.5,0.833333333333,0.833333333333,0.833333333333,0.666666666667,0.833333333333,0.833333333333,0.333333333333,0.5,0.666666666667,0.666666666667,0.5,0.666666666667,0.666666666667,0.833333333333,0.833333333333,0.5,0.833333333333,0.5,0.5,0.5,0.166666666667,0.833333333333,0.833333333333,0.5,0.5,0.333333333333
0.17,97,0.5,0.333333333333,0.5,0.666666666667,0.666666666667,0.666666666667,0.166666666667,0.666666666667,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0.333333333333,0.5,0.5,0.5,0.666666666667,0.5,0.5,0.166666666667,0.5,0.666666666667,0.666666666667,0.833333333333,0.666666666667,0.333333333333,1.0,0.666666666667,0.5,0.833333333333,0.666666666667,0.5,0.666666666667,0.666666666667,0.666666666667,0.833333333333,0.833333333333,0.333333333333,0.5,0.833333333333,0.833333333333,0.5,0.5,0.666666666667,0.666666666667,0.5,0.666666666667,0.333333333333,0.333333333333,0.5
0.18,101,0.5,0.666666666667,0.333333333333,0.5,0.5,0.833333333333,0.5,0.666666666667,0.666666666667,0.666666666667,0.5,0.666666666667,0.166666666667,0.5,0.333333333333,0.5,0.5,0.5,0.833333333333,0.5,0.833333333333,0.833333333333,0.666666666667,1.0,0.833333333333,0.666666666667,0.833333333333,0.666666666667,0.833333333333,0.833333333333,0.833333333333,0.666666666667,0.5,0.5,0.333333333333,0.666666666667,0.5,0.833333333333,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0.666666666667,0.5,0.666666666667,0.5,0.5,0.666666666667,0.333333333333,0.166666666667
0.19,104,0.333333333333,0.5,0.333333333333,0.333333333333,0.666666666667,0.5,0.333333333333,0.5,0.166666666667,1.0,0.833333333333,0.666666666667,0.833333333333,0.666666666667,0.833333333333,0.333333333333,0.666666666667,0.5,0.666666666667,0.166666666667,0.333333333333,0.5,0.833333333333,0.333333333333,0.333333333333,0.666666666667,0.666666666667,0.666666666667,0.5,0.666666666667,0.833333333333,0.666666666667,0.5,0.833333333333,0.666666666667,0.5,0.5,0.666666666667,0.5,0.666666666667,0.666666666667,0.5,0.833333333333,0.666666666667,0.5,0.333333333333,0.5,0.5,0.666666666667,0.666666666667
0.2,106,0.5,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.5,0.833333333333,0.833333333333,0.833333333333,0.5,0.5,0.833333333333,0.833333333333,0.333333333333,0.333333333333,0.666666666667,0.0,0.5,0.333333333333,0.666666666667,0.833333333333,0.5,1.0,0.166666666667,0.833333333333,0.333333333333,0.333333333333,0.833333333333,0.833333333333,0.833333333333,0.833333333333,0.666666666667,0.833333333333,0.5,0.333333333333,0.666666666667,0.333333333333,0.666666666667,0.833333333333,0.5,0.333333333333,0.5,0.666666666667,0.5,0.5,0.5,0.5,0.166666666667,0.333333333333,0.5
0.21,108,0.833333333333,0.833333333333,0.666666666667,0.666666666667,0.666666666667,0.333333333333,0.666666666667,0.833333333333,0.5,0.833333333333,0.833333333333,0.333333333333,0.833333333333,0.833333333333,0.0,0.666666666667,0.666666666667,0.666666666667,0.833333333333,0.166666666667,0.833333333333,1.0,0.833333333333,0.666666666667,0.666666666667,0.5,0.666666666667,0.833333333333,1.0,0.666666666667,1.0,0.666666666667,0.833333333333,0.666666666667,0.666666666667,0.666666666667,0.5,0.833333333333,0.666666666667,0.5,0.5,0.333333333333,0.666666666667,0.5,0.166666666667,0.5,0.5,0.666666666667,0.5,0.0
0.22,114,0.666666666667,0.666666666667,0.833333333333,0.666666666667,0.833333333333,0.333333333333,0.5,0.333333333333,0.666666666667,0.666666666667,0.5,0.0,0.833333333333,0.666666666667,0.333333333333,0.5,0.833333333333,0.666666666667,0.5,0.833333333333,1.0,0.666666666667,0.833333333333,0.5,0.833333333333,0.5,0.833333333333,0.333333333333,0.666666666667,0.833333333333,0.833333333333,0.5,0.833333333333,1.0,0.666666666667,0.666666666667,0.833333333333,0.5,0.5,0.166666666667,0.166666666667,0.333333333333,0.666666666667,0.5,0.666666666667,0.333333333333,0.333333333333,0.5,0.5,0.5
0.23,116,0.333333333333,0.833333333333,0.166666666667,0.666666666667,0.666666666667,0.333333333333,0.666666666667,0.333333333333,0.166666666667,0.5,0.333333333333,0.666666666667,0.5,0.5,0.666666666667,0.666666666667,0.166666666667,0.666666666667,0.166666666667,0.833333333333,0.5,0.666666666667,0.5,0.5,1.0,0.833333333333,0.5,0.833333333333,0.666666666667,0.666666666667,0.833333333333,0.666666666667,0.5,0.333333333333,0.333333333333,0.5,0.666666666667,0.666666666667,0.5,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.5,0.833333333333,0.666666666667,0.333333333333,0.5,0.5,0.5
0.24,117,0.833333333333,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.333333333333,0.5,0.5,0.666666666667,0.333333333333,0.833333333333,0.5,0.666666666667,0.833333333333,0.5,0.833333333333,0.666666666667,0.666666666667,0.5,0.5,0.333333333333,0.5,0.833333333333,0.5,0.333333333333,0.5,0.333333333333,0.666666666667,0.666666666667,0.5,0.5,0.833333333333,0.833333333333,0.333333333333,0.833333333333,0.333333333333,0.5,0.333333333333,0.5,0.333333333333,0.5,0.5,0.666666666667,0.666666666667,0.333333333333
0.25,119,0.5,0.833333333333,0.666666666667,0.333333333333,0.333333333333,0.833333333333,0.833333333333,0.5,0.666666666667,0.333333333333,0.5,0.666666666667,0.666666666667,0.333333333333,0.5,0.833333333333,0.333333333333,0.666666666667,0.5,0.5,0.5,0.833333333333,0.5,0.666666666667,0.833333333333,0.666666666667,0.333333333333,0.666666666667,0.833333333333,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.5,0.5,0.5,0.833333333333,1.0,0.666666666667,0.833333333333,0.5,0.5,0.166666666667,0.666666666667,0.5,0.5,0.5,0.333333333333,0.5,0.333333333333
0.26,122,0.5,0.666666666667,0.833333333333,0.666666666667,0.333333333333,0.5,0.666666666667,0.333333333333,0.166666666667,0.666666666667,0.666666666667,0.333333333333,0.333333333333,0.666666666667,0.333333333333,0.5,0.5,0.666666666667,0.5,0.333333333333,0.666666666667,1.0,0.666666666667,0.5,1.0,0.666666666667,0.666666666667,0.833333333333,0.666666666667,0.666666666667,0.5,0.333333333333,0.833333333333,0.5,0.666666666667,0.833333333333,0.5,0.5,0.666666666667,0.666666666667,0.5,0.666666666667,0.666666666667,0.666666666667,0.5,0.5,0.333333333333,0.5,0.5,0.333333333333
0.27,124,0.333333333333,0.333333333333,0.0,0.333333333333,0.666666666667,0.5,0.666666666667,0.333333333333,0.333333333333,0.666666666667,0.333333333333,0.333333333333,0.666666666667,0.5,0.666666666667,0.666666666667,0.333333333333,0.833333333333,0.666666666667,0.666666666667,0.833333333333,0.833333333333,0.666666666667,0.833333333333,0.333333333333,0.5,0.666666666667,0.833333333333,0.666666666667,0.833333333333,0.833333333333,0.5,0.5,0.5,0.666666666667,0.333333333333,0.5,0.333333333333,1.0,0.333333333333,0.166666666667,0.5,0.5,0.5,0.166666666667,0.666666666667,0.166666666667,0.333333333333,0.666666666667,0.5
0.28,127,0.833333333333,0.5,0.833333333333,0.666666666667,0.833333333333,0.833333333333,1.0,0.166666666667,0.833333333333,0.833333333333,0.5,0.666666666667,0.5,0.5,0.333333333333,0.333333333333,0.5,0.5,0.666666666667,0.5,0.666666666667,0.5,0.833333333333,0.833333333333,0.5,0.666666666667,0.5,0.5,0.666666666667,0.666666666667,0.5,0.833333333333,0.833333333333,0.5,0.5,0.166666666667,0.5,0.666666666667,0.666666666667,0.333333333333,0.166666666667,0.5,0.5,0.666666666667,0.166666666667,0.833333333333,0.666666666667,0.666666666667,0.5,0.166666666667
0.29,130,0.666666666667,0.5,0.5,0.833333333333,0.833333333333,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.5,0.666666666667,0.666666666667,0.833333333333,0.333333333333,0.333333333333,0.666666666667,0.666666666667,0.5,0.666666666667,0.166666666667,0.5,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0.666666666667,0.5,0.5,0.666666666667,0.5,0.833333333333,0.5,0.666666666667,0.333333333333,0.5,0.666666666667,0.833333333333,0.833333333333,0.333333333333,0.333333333333,0.333333333333,0.166666666667,0.5,0.5,0.666666666667,0.666666666667,0.333333333333,0.5,0.166666666667
0.3,132,0.5,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.5,0.666666666667,0.166666666667,0.5,0.833333333333,0.666666666667,0.166666666667,0.5,0.666666666667,0.833333333333,0.166666666667,0.666666666667,0.666666666667,0.5,0.5,0.833333333333,0.666666666667,0.5,0.666666666667,0.666666666667,0.333333333333,0.5,0.333333333333,0.5,0.5,0.5,0.5,0.333333333333,0.666666666667,0.833333333333,1.0,0.166666666667,0.0,0.5,0.666666666667,0.166666666667,0.666666666667,0.5,0.333333333333,0.0,0.666666666667,0.333333333333
0.31,134,0.166666666667,0.333333333333,0.166666666667,0.833333333333,0.333333333333,0.5,0.666666666667,0.333333333333,0.5,0.333333333333,0.666666666667,0.666666666667,0.5,0.666666666667,0.666666666667,0.5,0.5,0.5,0.333333333333,0.166666666667,0.666666666667,0.833333333333,0.833333333333,0.5,0.833333333333,0.666666666667,0.5,0.5,0.666666666667,0.833333333333,0.833333333333,0.333333333333,0.5,0.833333333333,0.833333333333,0.666666666667,0.5,0.666666666667,0.5,0.833333333333,0.333333333333,0.5,0.666666666667,0.166666666667,0.166666666667,0.166666666667,0.333333333333,0.5,0.666666666667,0.5
0.32,135,0.833333333333,0.333333333333,0.166666666667,0.666666666667,0.666666666667,0.166666666667,0.666666666667,0.833333333333,0.666666666667,0.166666666667,0.833333333333,0.5,0.666666666667,0.666666666667,0.333333333333,0.5,0.5,0.666666666667,0.833333333333,0.5,0.666666666667,0.666666666667,0.666666666667,0.833333333333,0.5,0.666666666667,0.333333333333,0.333333333333,0.833333333333,0.833333333333,0.5,0.833333333333,0.333333333333,0.5,0.333333333333,0.5,0.666666666667,0.5,0.5,0.666666666667,0.5,0.5,0.333333333333,0.666666666667,0.333333333333,0.666666666667,0.5,0.5,0.333333333333,0.166666666667
0.33,137,0.333333333333,0.833333333333,0.5,0.666666666667,0.666666666667,0.833333333333,0.833333333333,0.166666666667,0.666666666667,1.0,0.666666666667,0.5,0.833333333333,0.833333333333,0.666666666667,0.5,0.666666666667,0.5,0.5,0.666666666667,0.666666666667,0.5,0.833333333333,0.833333333333,0.666666666667,0.666666666667,1.0,0.666666666667,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0.5,0.666666666667,0.333333333333,0.833333333333,0.5,0.666666666667,0.666666666667,0.5,0.666666666667,0.666666666667,0.5,0.5,0.333333333333,0.5,0.0,0.5,0.5,0.5
0.34,144,0.666666666667,0.5,0.333333333333,0.333333333333,0.5,0.5,0.833333333333,0.333333333333,0.666666666667,0.5,0.333333333333,0.5,0.833333333333,0.333333333333,0.666666666667,0.833333333333,0.333333333333,1.0,0.5,0.666666666667,0.833333333333,0.166666666667,0.5,0.5,0.5,0.5,0.833333333333,0.5,0.666666666667,0.333333333333,0.833333333333,0.5,0.666666666667,0.666666666667,0.5,0.666666666667,0.333333333333,0.5,0.666666666667,0.5,0.333333333333,0.333333333333,0.666666666667,0.166666666667,0.333333333333,0.166666666667,0.666666666667,0.666666666667,0.5,0.166666666667
0.35,147,0.666666666667,0.5,0.5,0.166666666667,0.666666666667,0.666666666667,0.833333333333,0.333333333333,0.5,0.5,0.666666666667,0.333333333333,0.833333333333,0.333333333333,0.333333333333,0.666666666667,0.666666666667,0.0,0.666666666667,0.5,1.0,0.666666666667,0.5,0.833333333333,0.666666666667,0.666666666667,0.666666666667,1.0,0.5,0.5,0.5,0.833333333333,0.666666666667,0.666666666667,0.333333333333,1.0,0.666666666667,0.833333333333,0.5,0.666666666667,0.333333333333,0.5,0.5,0.666666666667,0.333333333333,0.5,0.5,0.333333333333,0.166666666667,0.333333333333
0.36,149,0.666666666667,0.333333333333,0.333333333333,0.666666666667,0.166666666667,0.333333333333,0.5,0.333333333333,0.833333333333,0.333333333333,0.5,0.0,0.833333333333,0.5,0.666666666667,0.0,0.666666666667,0.666666666667,0.5,0.666666666667,1.0,0.666666666667,0.5,0.666666666667,0.833333333333,0.5,0.666666666667,0.666666666667,0.5,0.5,0.666666666667,0.333333333333,0.833333333333,0.666666666667,0.666666666667,0.833333333333,0.5,0.666666666667,0.5,0.333333333333,0.5,0.333333333333,0.5,0.333333333333,0.5,0.666666666667,0.0,0.666666666667,0.333333333333,0.333333333333
0.37,151,0.5,0.5,0.333333333333,0.833333333333,0.5,0.5,0.5,0.666666666667,0.666666666667,0.166666666667,0.5,0.666666666667,0.833333333333,0.5,0.5,0.666666666667,0.166666666667,0.666666666667,0.166666666667,0.166666666667,1.0,1.0,0.833333333333,0.833333333333,1.0,0.666666666667,0.666666666667,0.833333333333,0.333333333333,0.833333333333,0.5,0.5,0.5,0.833333333333,0.666666666667,0.666666666667,0.5,1.0,0.833333333333,0.666666666667,0.5,0.5,0.666666666667,0.5,0.0,0.333333333333,0.5,0.166666666667,0.166666666667,0.333333333333
0.38,153,0.833333333333,0.666666666667,0.666666666667,0.5,0.5,0.333333333333,0.5,0.833333333333,1.0,0.0,0.666666666667,0.333333333333,0.166666666667,0.5,0.5,0.666666666667,0.333333333333,0.166666666667,0.666666666667,0.166666666667,0.5,0.5,0.666666666667,0.833333333333,0.5,0.833333333333,0.833333333333,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.5,0.5,0.5,0.833333333333,0.666666666667,0.0,0.333333333333,0.833333333333,0.5,0.666666666667,0.333333333333,0.333333333333,0.333333333333,0.5,0.5,0.333333333333,0.5,0.333333333333,0.5
0.39,155,1.0,1.0,0.5,0.5,0.833333333333,0.666666666667,0.166666666667,0.333333333333,0.833333333333,0.5,0.666666666667,0.5,0.833333333333,0.166666666667,0.666666666667,0.666666666667,0.666666666667,0.833333333333,0.5,0.333333333333,0.5,0.5,0.666666666667,0.5,0.333333333333,0.5,0.666666666667,0.666666666667,0.666666666667,0.833333333333,0.333333333333,0.5,0.333333333333,0.833333333333,0.5,0.666666666667,0.833333333333,0.666666666667,0.333333333333,0.333333333333,0.333333333333,0.5,0.833333333333,0.166666666667,0.5,0.333333333333,0.5,0.833333333333,0.333333333333,0.166666666667
0.4,155,0.5,0.833333333333,0.166666666667,0.666666666667,0.333333333333,0.5,0.5,0.5,0.666666666667,0.666666666667,0.5,0.666666666667,0.666666666667,0.833333333333,0.833333333333,0.333333333333,0.666666666667,0.5,0.666666666667,0.5,0.666666666667,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0.5,0.833333333333,0.5,0.5,0.5,0.5,0.5,0.666666666667,0.666666666667,0.833333333333,1.0,0.5,0.833333333333,0.5,0.5,0.166666666667,0.333333333333,0.833333333333,0.5,0.333333333333,0.166666666667,0.166666666667,0.166666666667,0.5,0.5
0.41,156,0.666666666667,0.5,0.333333333333,0.333333333333,0.666666666667,0.5,0.5,0.333333333333,0.666666666667,0.5,0.833333333333,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.333333333333,0.833333333333,0.333333333333,0.333333333333,0.666666666667,0.666666666667,0.5,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.833333333333,0.666666666667,0.5,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.5,0.5,0.833333333333,0.333333333333,0.5,0.5,0.5,0.166666666667,0.5,0.5,0.333333333333,0.666666666667,0.166666666667,0.333333333333,0.333333333333,0.333333333333,0.333333333333
