protein,protein frequency
P07339_CTSD        ,252                
P07737_PFN1        ,0                  
P07858_CTSB        ,12                 
P07900_2_HSP90AA1  ,21                 
P07996_THBS1       ,13                 
P08107_HSPA1A      ,0                  
P08238_HSP90AB1    ,3                  
P08246_ELANE       ,18                 
P08311_CTSG        ,2                  
P08571_CD14        ,12                 
P08603_CFH         ,12                 
P09211_GSTP1       ,9                  
P09228_CST2        ,56                 
P09960_LTA4H       ,0                  
P0C0S8_HIST1H2AG   ,17                 
P10412_HIST1H1E    ,0                  
P10599_TXN         ,0                  
P10909_2_CLU       ,0                  
P11021_HSPA5       ,42                 
P11142_HSPA8       ,0                  
P11215_2_ITGAM     ,0                  
P12273_PIP         ,6                  
P12429_ANXA3       ,14                 
P12814_3_ACTN1     ,0                  
P13688_CEACAM1     ,0                  
P13796_LCP1        ,0                  
P14174_MIF         ,22                 
P14550_AKR1A1      ,0                  
P14618_PKM2        ,0                  
P14780_MMP9        ,0                  
P16401_HIST1H1B    ,0                  
P16402_HIST1H1D    ,0                  
P16403_HIST1H1C    ,2                  
P17174_GOT1        ,2                  
P17931_LGALS3      ,0                  
P18510_2_IL1RN     ,0                  
P18669_PGAM1       ,38                 
P19961_AMY2B       ,0                  
P20061_TCN1        ,0                  
P20160_AZU1        ,0                  
P20618_PSMB1       ,0                  
P21333_FLNA        ,0                  
P22314_UBA1        ,42                 
Q32Q12_NME1_NME2   ,0                  
P22532_SPRR2D      ,4                  
P22894_MMP8        ,0                  
P23280_CA6         ,53                 
P23284_PPIB        ,14                 
P23381_WARS        ,2                  
E9PK25_CFL1        ,0                  
P24158_PRTN3       ,1                  
P25311_AZGP1       ,4                  
P26038_MSN         ,0                  
P28325_CST5        ,0                  
P29401_2_TKT       ,0                  
P29508_SERPINB3    ,0                  
P30044_PRDX5       ,0                  
P30101_PDIA3       ,0                  
P30740_SERPINB1    ,0                  
P31025_LCN1        ,0                  
P31146_CORO1A      ,0                  
P31151_S100A7      ,0                  
P31946_2           ,0                  
P31947_SFN         ,10                 
P31949_S100A11     ,0                  
P32926_DSG3        ,0                  
P35321_SPRR1A      ,19                 
P35579_MYH9        ,22                 
P36952_SERPINB5    ,11                 
P37802_2_TAGLN2    ,0                  
P37837_TALDO1      ,0                  
P40121_CAPG        ,0                  
B1AK88_CAPZB       ,0                  
P50395_GDI2        ,0                  
P52209_PGD         ,23                 
P52566_ARHGDIB     ,14                 
P52907_CAPZA1      ,4                  
P53634_CTSC        ,16                 
P55058_PLTP        ,0                  
P59665_DEFA1       ,0                  
P59998_3_ARPC4     ,0                  
P60174_TPI1        ,0                  
P61158_ACTR3       ,0                  
P61586_RHOA        ,142                
P61626_LYZ         ,0                  
P61769_B2M         ,0                  
P62328_TMSB4X      ,2                  
P62805_HIST1H4A    ,7                  
P62937_PPIA        ,127                
P62942_FKBP1A      ,0                  
P63261_ACTG1       ,0                  
P63313_TMSB10      ,0                  
P68032_ACTC1       ,0                  
P68371_TUBB4B      ,13                 
P68871_HBB         ,24                 
P69905_HBA1        ,42                 
P78417_GSTO1       ,0                  
X6R8F3_LCN2        ,0                  
P80748             ,0                  
Q01469_FABP5       ,0                  
Q01518_CAP1        ,0                  
Q02413_DSG1        ,4                  
Q02487_DSC2        ,0                  
Q07654_TFF3        ,18                 
Q08188_TGM3        ,77                 
Q08380_LGALS3BP    ,5                  
Q14508_WFDC2       ,0                  
Q14847_LASP1       ,0                  
Q14974_KPNB1       ,5                  
Q14CN2_CLCA4       ,42                 
H0YBX6_UBE2V2      ,4                  
A0A087WV23_SH3BGRL3,0                  
Q68D86_CCDC102B    ,0                  
Q6P5S2_C6orf58     ,3                  
Q8N4F0_BPIFB2      ,33                 
Q8TAX7_MUC7        ,0                  
Q8TDL5_BPIFB1      ,0                  
Q96DA0_ZG16B       ,0                  
Q96DR5_BPIFA2      ,0                  
Q99536_VAT1        ,0                  
Q99879_HIST1H2BM   ,252                
Q9BQR3_PRSS27      ,0                  
Q9BRA2_TXNDC17     ,0                  
Q9BRF8_CPPED1      ,0                  
Q9HC84_MUC5B       ,0                  
Q9HD89_RETN        ,0                  
Q9NQ38_3_SPINK5    ,22                 
Q9UBC9_SPRR3       ,0                  
Q9UBG3_CRNN        ,16                 
Q9UBX7_3_KLK11     ,0                  
Q9UGM3_6_DMBT1     ,0                  
Q9UIV8_SERPINB13   ,0                  
Q9UKR3_KLK13       ,0                  
V9HW75_NUCB2       ,0                  
